pair_or_transition,first,second,count,draw_support_pct
18-33,18,33,3,0.7538
18-37,18,37,3,0.7538
18-38,18,38,3,0.7538
18-40,18,40,3,0.7538
18-43,18,43,3,0.7538
18-49,18,49,3,0.7538
19-27,19,27,3,0.7538
19-33,19,33,3,0.7538
20-21,20,21,3,0.7538
20-25,20,25,3,0.7538
20-46,20,46,3,0.7538
21-25,21,25,3,0.7538
21-29,21,29,3,0.7538
21-33,21,33,3,0.7538
21-49,21,49,3,0.7538
22-24,22,24,3,0.7538
22-39,22,39,3,0.7538
22-45,22,45,3,0.7538
22-48,22,48,3,0.7538
23-28,23,28,3,0.7538
23-40,23,40,3,0.7538
24-30,24,30,3,0.7538
24-38,24,38,3,0.7538
25-34,25,34,3,0.7538
25-40,25,40,3,0.7538
26-34,26,34,3,0.7538
26-35,26,35,3,0.7538
27-48,27,48,3,0.7538
28-31,28,31,3,0.7538
28-40,28,40,3,0.7538
29-36,29,36,3,0.7538
29-37,29,37,3,0.7538
29-38,29,38,3,0.7538
29-49,29,49,3,0.7538
30-36,30,36,3,0.7538
30-41,30,41,3,0.7538
30-43,30,43,3,0.7538
30-46,30,46,3,0.7538
31-32,31,32,3,0.7538
31-35,31,35,3,0.7538
31-38,31,38,3,0.7538
32-33,32,33,3,0.7538
32-37,32,37,3,0.7538
32-40,32,40,3,0.7538
33-40,33,40,3,0.7538
33-45,33,45,3,0.7538
33-49,33,49,3,0.7538
35-42,35,42,3,0.7538
35-49,35,49,3,0.7538
37-38,37,38,3,0.7538
38-39,38,39,3,0.7538
38-43,38,43,3,0.7538
38-45,38,45,3,0.7538
38-49,38,49,3,0.7538
39-41,39,41,3,0.7538
39-45,39,45,3,0.7538
40-43,40,43,3,0.7538
40-44,40,44,3,0.7538
43-47,43,47,3,0.7538
01-02,01,02,2,0.5025
01-04,01,04,2,0.5025
01-14,01,14,2,0.5025
01-24,01,24,2,0.5025
01-31,01,31,2,0.5025
01-49,01,49,2,0.5025
02-22,02,22,2,0.5025
02-26,02,26,2,0.5025
02-34,02,34,2,0.5025
02-49,02,49,2,0.5025
03-05,03,05,2,0.5025
03-22,03,22,2,0.5025
03-30,03,30,2,0.5025
03-33,03,33,2,0.5025
03-47,03,47,2,0.5025
04-26,04,26,2,0.5025
04-31,04,31,2,0.5025
04-38,04,38,2,0.5025
04-40,04,40,2,0.5025
04-45,04,45,2,0.5025
05-12,05,12,2,0.5025
05-17,05,17,2,0.5025
06-12,06,12,2,0.5025
06-45,06,45,2,0.5025
07-17,07,17,2,0.5025
07-44,07,44,2,0.5025
08-38,08,38,2,0.5025
09-11,09,11,2,0.5025
09-15,09,15,2,0.5025
09-17,09,17,2,0.5025
09-20,09,20,2,0.5025
09-40,09,40,2,0.5025
09-45,09,45,2,0.5025
09-47,09,47,2,0.5025
10-17,10,17,2,0.5025
10-28,10,28,2,0.5025
10-35,10,35,2,0.5025
10-37,10,37,2,0.5025
10-42,10,42,2,0.5025
11-25,11,25,2,0.5025
11-30,11,30,2,0.5025
11-40,11,40,2,0.5025
11-42,11,42,2,0.5025
11-49,11,49,2,0.5025
12-31,12,31,2,0.5025
12-34,12,34,2,0.5025
12-38,12,38,2,0.5025
12-46,12,46,2,0.5025
13-22,13,22,2,0.5025
13-38,13,38,2,0.5025
13-43,13,43,2,0.5025
14-33,14,33,2,0.5025
15-16,15,16,2,0.5025
15-31,15,31,2,0.5025
15-39,15,39,2,0.5025
15-42,15,42,2,0.5025
16-40,16,40,2,0.5025
17-25,17,25,2,0.5025
17-31,17,31,2,0.5025
17-48,17,48,2,0.5025
18-25,18,25,2,0.5025
18-47,18,47,2,0.5025
19-34,19,34,2,0.5025
20-27,20,27,2,0.5025
20-38,20,38,2,0.5025
20-42,20,42,2,0.5025
20-49,20,49,2,0.5025
21-22,21,22,2,0.5025
21-35,21,35,2,0.5025
21-46,21,46,2,0.5025
22-40,22,40,2,0.5025
22-46,22,46,2,0.5025
22-49,22,49,2,0.5025
23-27,23,27,2,0.5025
23-34,23,34,2,0.5025
23-49,23,49,2,0.5025
24-32,24,32,2,0.5025
24-47,24,47,2,0.5025
25-29,25,29,2,0.5025
25-30,25,30,2,0.5025
27-32,27,32,2,0.5025
27-38,27,38,2,0.5025
27-45,27,45,2,0.5025
27-47,27,47,2,0.5025
28-33,28,33,2,0.5025
28-39,28,39,2,0.5025
30-38,30,38,2,0.5025
30-47,30,47,2,0.5025
31-36,31,36,2,0.5025
31-40,31,40,2,0.5025
32-39,32,39,2,0.5025
32-41,32,41,2,0.5025
32-48,32,48,2,0.5025
33-35,33,35,2,0.5025
33-38,33,38,2,0.5025
33-39,33,39,2,0.5025
34-38,34,38,2,0.5025
34-45,34,45,2,0.5025
34-49,34,49,2,0.5025
38-40,38,40,2,0.5025
38-42,38,42,2,0.5025
39-47,39,47,2,0.5025
40-48,40,48,2,0.5025
01-05,01,05,1,0.2513
01-15,01,15,1,0.2513
01-25,01,25,1,0.2513
01-43,01,43,1,0.2513
02-30,02,30,1,0.2513
03-20,03,20,1,0.2513
04-23,04,23,1,0.2513
04-35,04,35,1,0.2513
04-48,04,48,1,0.2513
05-06,05,06,1,0.2513
05-41,05,41,1,0.2513
05-47,05,47,1,0.2513
07-09,07,09,1,0.2513
07-20,07,20,1,0.2513
07-22,07,22,1,0.2513
08-09,08,09,1,0.2513
08-33,08,33,1,0.2513
08-34,08,34,1,0.2513
09-38,09,38,1,0.2513
09-46,09,46,1,0.2513
10-11,10,11,1,0.2513
11-32,11,32,1,0.2513
13-25,13,25,1,0.2513
13-31,13,31,1,0.2513
15-35,15,35,1,0.2513
16-22,16,22,1,0.2513
16-30,16,30,1,0.2513
17-24,17,24,1,0.2513
17-38,17,38,1,0.2513
18-48,18,48,1,0.2513
20-45,20,45,1,0.2513
22-27,22,27,1,0.2513
22-35,22,35,1,0.2513
35-41,35,41,1,0.2513
35-48,35,48,1,0.2513
38-46,38,46,1,0.2513
