draw_index,game_code,draw_date,draw_time,combination,sum,mean,minimum,maximum,span,even_count,odd_count,low_count,high_count,unique_values,adjacent_consecutive_pairs,shared_values_with_previous_draw
1,2DL-5PM,2023-12-23,17:00,15-29,44,22,15,29,14,0,2,1,1,2,0,
2,2DL-9PM,2023-12-23,21:00,12-30,42,21,12,30,18,2,0,1,1,2,0,0
3,2DL-2PM,2023-12-24,14:00,08-04,12,6,4,8,4,2,0,2,0,2,0,0
4,2DL-5PM,2023-12-24,17:00,11-11,22,11,11,11,0,0,2,2,0,1,0,0
5,2DL-9PM,2023-12-24,21:00,06-14,20,10,6,14,8,2,0,2,0,2,0,0
6,2DL-2PM,2023-12-26,14:00,11-02,13,6.5,2,11,9,1,1,2,0,2,0,0
7,2DL-5PM,2023-12-26,17:00,04-26,30,15,4,26,22,2,0,1,1,2,0,0
8,2DL-9PM,2023-12-26,21:00,27-12,39,19.5,12,27,15,1,1,1,1,2,0,0
9,2DL-2PM,2023-12-27,14:00,18-12,30,15,12,18,6,2,0,1,1,2,0,1
10,2DL-5PM,2023-12-27,17:00,10-28,38,19,10,28,18,2,0,1,1,2,0,0
11,2DL-9PM,2023-12-27,21:00,31-08,39,19.5,8,31,23,1,1,1,1,2,0,0
12,2DL-2PM,2023-12-28,14:00,02-20,22,11,2,20,18,2,0,1,1,2,0,0
13,2DL-5PM,2023-12-28,17:00,12-14,26,13,12,14,2,2,0,2,0,2,0,0
14,2DL-9PM,2023-12-28,21:00,12-31,43,21.5,12,31,19,1,1,1,1,2,0,1
15,2DL-2PM,2023-12-29,14:00,04-09,13,6.5,4,9,5,1,1,2,0,2,0,0
16,2DL-5PM,2023-12-29,17:00,19-03,22,11,3,19,16,0,2,1,1,2,0,0
17,2DL-9PM,2023-12-29,21:00,24-11,35,17.5,11,24,13,1,1,1,1,2,0,0
18,2DL-2PM,2023-12-30,14:00,17-06,23,11.5,6,17,11,1,1,1,1,2,0,0
19,2DL-5PM,2023-12-30,17:00,28-07,35,17.5,7,28,21,1,1,1,1,2,0,0
20,2DL-9PM,2023-12-30,21:00,24-20,44,22,20,24,4,2,0,0,2,2,0,0
21,2DL-2PM,2023-12-31,14:00,11-11,22,11,11,11,0,0,2,2,0,1,0,0
22,2DL-5PM,2023-12-31,17:00,17-01,18,9,1,17,16,0,2,1,1,2,0,0
23,2DL-9PM,2023-12-31,21:00,16-07,23,11.5,7,16,9,1,1,2,0,2,0,0
24,2DL-2PM,2024-01-02,14:00,12-24,36,18,12,24,12,2,0,1,1,2,0,0
25,2DL-5PM,2024-01-02,17:00,08-31,39,19.5,8,31,23,1,1,1,1,2,0,0
26,2DL-9PM,2024-01-02,21:00,05-21,26,13,5,21,16,0,2,1,1,2,0,0
27,2DL-2PM,2024-01-03,14:00,23-21,44,22,21,23,2,0,2,0,2,2,0,1
28,2DL-5PM,2024-01-03,17:00,20-09,29,14.5,9,20,11,1,1,1,1,2,0,0
29,2DL-9PM,2024-01-03,21:00,07-09,16,8,7,9,2,0,2,2,0,2,0,1
30,2DL-2PM,2024-01-04,14:00,14-12,26,13,12,14,2,2,0,2,0,2,0,0
31,2DL-5PM,2024-01-04,17:00,30-18,48,24,18,30,12,2,0,0,2,2,0,0
32,2DL-9PM,2024-01-04,21:00,07-16,23,11.5,7,16,9,1,1,2,0,2,0,0
33,2DL-2PM,2024-01-05,14:00,05-13,18,9,5,13,8,0,2,2,0,2,0,0
34,2DL-5PM,2024-01-05,17:00,07-13,20,10,7,13,6,0,2,2,0,2,0,1
35,2DL-9PM,2024-01-05,21:00,04-29,33,16.5,4,29,25,1,1,1,1,2,0,0
36,2DL-2PM,2024-01-06,14:00,21-06,27,13.5,6,21,15,1,1,1,1,2,0,0
37,2DL-5PM,2024-01-06,17:00,23-10,33,16.5,10,23,13,1,1,1,1,2,0,0
